Date,Vehicle ID,Vehicle Make,Vehicle Model,Route,Time,Location,Energy Level,Energy Consumed,Distance,Driving Time,Idle Time,Parking Time,Elevation,Road Grade,Traffic Stops,Estimated Speed,Temperature
2025-06-12,d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,Volvo,VNRe with 565 kWH,route,2025-06-13 03:47:01,"-78.053290,35.692499",55.09,2.76,1.74,0.02,0.00,0.00,44.10,-0.3762,0,108.70,31.52
2025-06-12,d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,Volvo,VNRe with 565 kWH,route,2025-06-13 03:47:54,"-78.063990,35.681254",54.49,3.39,1.59,0.01,0.00,0.00,34.80,-0.0192,0,108.00,31.52
2025-06-12,d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,Volvo,VNRe with 565 kWH,route,2025-06-13 03:49:19,"-78.084980,35.665656",53.29,6.81,2.57,0.02,0.00,0.00,51.50,0.5335,1,108.00,31.52
2025-06-12,d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,Volvo,VNRe with 565 kWH,route,2025-06-13 03:50:27,"-78.096796,35.650387",52.08,6.83,2.05,0.02,0.00,0.00,63.90,0.7549,0,108.00,31.52
2025-06-12,d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,Volvo,VNRe with 565 kWH,route,2025-06-13 03:51:18,"-78.102883,35.637588",51.60,2.71,1.54,0.01,0.00,0.00,63.30,-0.2604,0,108.00,31.44
2025-06-12,d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,Volvo,VNRe with 565 kWH,route,2025-06-13 03:52:34,"-78.117796,35.621080",51.08,2.92,2.30,0.02,0.00,0.00,63.40,-0.5762,0,108.00,31.44
2025-06-12,d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,Volvo,VNRe with 565 kWH,route,2025-06-13 03:54:04,"-78.131106,35.599472",49.95,6.39,2.71,0.03,0.00,0.00,55.40,0.3504,1,108.00,31.44
2025-06-12,d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,Volvo,VNRe with 565 kWH,route,2025-06-13 03:56:19,"-78.157266,35.572144",49.12,4.69,4.00,0.04,0.00,0.00,60.80,-0.3965,1,106.33,31.44
2025-06-12,d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,Volvo,VNRe with 565 kWH,route,2025-06-13 03:59:34,"-78.216045,35.551154",46.41,15.30,5.82,0.05,0.00,0.00,47.20,0.5420,1,106.88,31.36
2025-06-12,d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,Volvo,VNRe with 565 kWH,route,2025-06-13 04:03:13,"-78.279902,35.524276",44.22,12.37,6.52,0.06,0.00,0.00,53.70,0.0660,1,107.08,31.36
2025-06-12,d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,Volvo,VNRe with 565 kWH,route,2025-06-13 04:06:00,"-78.326154,35.501677",42.76,8.24,4.89,0.05,0.00,0.00,52.70,-0.0498,1,105.35,30.82
2025-06-12,d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,Volvo,VNRe with 565 kWH,route,2025-06-13 04:08:59,"-78.372997,35.473959",42.57,1.07,5.27,0.05,0.00,0.00,45.90,-1.1581,1,105.57,30.82
2025-06-12,d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,Volvo,VNRe with 565 kWH,route,2025-06-13 04:10:56,"-78.397237,35.450061",40.97,9.06,3.45,0.03,0.00,0.00,38.90,0.5535,1,105.77,30.24
2025-06-12,d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,Volvo,VNRe with 565 kWH,route,2025-06-13 04:12:05,"-78.416468,35.441215",39.91,5.97,2.04,0.02,0.00,0.00,55.50,0.5244,0,105.89,30.24
2025-06-12,d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,Volvo,VNRe with 565 kWH,route,2025-06-13 04:12:59,"-78.430338,35.432473",39.57,1.92,1.60,0.01,0.00,0.00,60.20,-0.6056,0,106.60,30.24
2025-06-12,d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,Volvo,VNRe with 565 kWH,route,2025-06-13 04:14:52,"-78.462096,35.417793",38.32,7.11,3.34,0.03,0.00,0.00,49.60,0.2339,1,105.84,29.73
2025-06-12,d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,Volvo,VNRe with 565 kWH,route,2025-06-13 04:16:27,"-78.488120,35.404334",37.63,3.87,2.81,0.03,0.00,0.00,56.10,-0.2555,1,105.84,29.73
2025-06-12,d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,Volvo,VNRe with 565 kWH,route,2025-06-13 04:18:02,"-78.514904,35.391793",36.53,6.23,2.81,0.03,0.00,0.00,42.80,0.2912,1,105.70,29.73
2025-06-12,d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,Volvo,VNRe with 565 kWH,route,2025-06-13 04:19:32,"-78.537424,35.378592",35.34,6.72,2.52,0.03,0.00,0.00,51.40,0.6495,1,100.17,29.73
2025-06-12,d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,Volvo,VNRe with 565 kWH,route,2025-06-13 04:20:15,"-78.545768,35.370593",34.85,2.77,1.19,0.01,0.00,0.00,71.10,0.2136,0,98.35,27.60
2025-06-12,d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,Volvo,VNRe with 565 kWH,route,2025-06-13 04:22:02,"-78.556931,35.345841",33.58,7.19,2.94,0.03,0.00,0.00,72.30,0.5430,1,97.92,27.60
2025-06-12,d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,Volvo,VNRe with 565 kWH,route,2025-06-13 04:22:39,"-78.560550,35.337124",33.18,2.27,1.02,0.01,0.00,0.00,71.30,0.1323,0,99.00,27.60
2025-06-12,d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,Volvo,VNRe with 565 kWH,route,2025-06-13 04:23:42,"-78.569402,35.323124",32.52,3.68,1.76,0.02,0.00,0.00,72.70,0.0564,0,99.00,27.60
2025-06-12,d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,Volvo,VNRe with 565 kWH,route,2025-06-13 04:24:40,"-78.580797,35.312161",32.22,1.71,1.61,0.02,0.00,0.00,69.20,-0.6163,0,99.16,27.60
2025-06-12,d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,Volvo,VNRe with 565 kWH,route,2025-06-13 04:26:11,"-78.600762,35.297265",30.77,8.22,2.46,0.03,0.00,0.00,60.20,0.8854,0,96.84,27.60
2025-06-12,d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,Volvo,VNRe with 565 kWH,route,2025-06-13 04:26:58,"-78.607323,35.286861",30.32,2.54,1.30,0.01,0.00,0.00,61.10,-0.0397,0,98.03,31.27
2025-06-12,d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,Volvo,VNRe with 565 kWH,route,2025-06-13 04:28:47,"-78.622288,35.261461",29.58,4.17,3.14,0.03,0.00,0.00,59.60,-0.2543,1,102.80,31.27
2025-06-12,d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,Volvo,VNRe with 565 kWH,route,2025-06-13 04:31:07,"-78.642181,35.227216",28.44,6.45,4.22,0.04,0.00,0.00,49.10,-0.1889,1,108.25,31.27
2025-06-12,d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,Volvo,VNRe with 565 kWH,route,2025-06-13 04:32:03,"-78.654603,35.215772",28.10,1.91,1.71,0.02,0.00,0.00,44.10,-0.6730,0,108.00,30.48
2025-06-12,d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,Volvo,VNRe with 565 kWH,route,2025-06-13 04:33:24,"-78.673224,35.199779",27.95,0.87,2.46,0.02,0.00,0.00,46.70,-1.1669,0,108.04,30.48
2025-06-12,d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,Volvo,VNRe with 565 kWH,route,2025-06-13 04:35:45,"-78.703902,35.170879",26.38,8.85,4.26,0.04,0.00,0.00,41.60,0.1726,1,108.00,30.48
2025-06-12,d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,Volvo,VNRe with 565 kWH,route,2025-06-13 04:38:09,"-78.735121,35.141432",25.06,7.45,4.34,0.04,0.00,0.00,44.50,-0.0608,1,107.98,30.48
2025-06-12,d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,Volvo,VNRe with 565 kWH,route,2025-06-13 04:40:38,"-78.766245,35.111864",24.28,4.40,4.34,0.04,0.00,0.00,43.70,-0.4806,1,104.90,30.69
2025-06-12,d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,Volvo,VNRe with 565 kWH,route,2025-06-13 04:42:10,"-78.780941,35.091568",22.88,7.92,2.63,0.03,0.00,0.00,39.90,0.8507,1,101.90,30.69
2025-06-12,d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,Volvo,VNRe with 565 kWH,route,2025-06-13 04:43:18,"-78.790568,35.076227",22.10,4.39,1.93,0.02,0.00,0.00,38.60,0.1393,0,101.84,30.86
2025-06-12,d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,Volvo,VNRe with 565 kWH,route,2025-06-13 04:44:51,"-78.799313,35.053227",21.58,2.97,2.70,0.03,0.00,0.00,39.90,-0.4184,1,104.04,30.86
2025-06-12,d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,Volvo,VNRe with 565 kWH,route,2025-06-13 04:45:41,"-78.804363,35.040385",21.10,2.67,1.51,0.01,0.00,0.00,32.10,-0.2369,0,106.63,30.86
2025-06-12,d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,Volvo,VNRe with 565 kWH,route,2025-06-13 07:44:00,"-78.813672,35.018503",79.91,6.73,2.60,0.02,0.00,0.00,29.10,0.5095,1,106.92,30.86
2025-06-12,d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,Volvo,VNRe with 565 kWH,route,2025-06-13 07:45:07,"-78.824327,35.002752",78.90,5.74,2.01,0.02,0.00,0.00,29.60,0.4577,0,107.57,30.86
2025-06-12,d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,Volvo,VNRe with 565 kWH,route,2025-06-13 07:46:29,"-78.841838,34.985901",77.96,5.31,2.47,0.02,0.00,0.00,26.70,-0.0019,0,107.89,31.21
2025-06-12,d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,Volvo,VNRe with 565 kWH,route,2025-06-13 07:47:16,"-78.854581,34.978814",77.28,3.84,1.41,0.01,0.00,0.00,25.60,0.3799,0,106.49,31.21
2025-06-12,d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,Volvo,VNRe with 565 kWH,route,2025-06-13 07:48:32,"-78.876483,34.969771",76.35,5.21,2.26,0.02,0.00,0.00,31.80,0.1085,0,106.40,31.21
2025-06-12,d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,Volvo,VNRe with 565 kWH,route,2025-06-13 07:50:20,"-78.902543,34.950888",75.07,7.24,3.21,0.03,0.00,0.00,40.00,0.3009,1,106.67,31.21
2025-06-12,d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,Volvo,VNRe with 565 kWH,route,2025-06-13 07:51:26,"-78.918825,34.940045",73.93,6.46,1.92,0.02,0.00,0.00,31.40,0.8139,0,104.56,30.82
2025-06-12,d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,Volvo,VNRe with 565 kWH,route,2025-06-13 07:52:34,"-78.936482,34.932805",73.01,5.17,1.80,0.02,0.00,0.00,44.00,0.5797,0,95.15,30.82
2025-06-12,d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,Volvo,VNRe with 565 kWH,route,2025-06-13 07:53:27,"-78.945719,34.922530",72.50,2.93,1.43,0.01,0.00,0.00,56.40,0.0358,0,96.88,30.82
2025-06-12,d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,Volvo,VNRe with 565 kWH,route,2025-06-13 07:54:17,"-78.954538,34.912070",72.00,2.79,1.42,0.01,0.00,0.00,54.90,-0.0584,0,101.20,30.82
2025-06-12,d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,Volvo,VNRe with 565 kWH,route,2025-06-13 07:54:54,"-78.957926,34.903166",71.60,2.27,1.04,0.01,0.00,0.00,52.10,0.0816,0,100.57,30.82
2025-06-12,d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,Volvo,VNRe with 565 kWH,route,2025-06-13 07:59:18,"-78.974139,34.839377",69.30,13.01,7.29,0.07,0.00,0.00,53.50,0.0874,1,99.16,30.82
2025-06-12,d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,Volvo,VNRe with 565 kWH,route,2025-06-13 08:01:20,"-78.986359,34.811107",68.23,6.07,3.40,0.03,0.00,0.00,52.40,0.0726,1,99.86,32.24
2025-06-12,d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,Volvo,VNRe with 565 kWH,route,2025-06-13 08:02:53,"-78.994726,34.789095",67.38,4.75,2.58,0.03,0.00,0.00,50.00,0.1180,1,99.27,32.24
2025-06-12,d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,Volvo,VNRe with 565 kWH,route,2025-06-13 08:07:31,"-78.997515,34.720464",65.29,11.84,7.65,0.08,0.00,0.00,50.80,-0.0687,2,99.00,32.09
2025-06-12,d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,Volvo,VNRe with 565 kWH,route,2025-06-13 08:09:23,"-78.998856,34.693141",64.09,6.80,3.04,0.03,0.00,0.00,45.20,0.3877,1,97.81,32.09
2025-06-12,d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,Volvo,VNRe with 565 kWH,route,2025-06-13 08:10:51,"-79.005321,34.672396",63.25,4.71,2.38,0.02,0.00,0.00,43.50,-0.0145,0,96.55,32.35
2025-06-12,d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,Volvo,VNRe with 565 kWH,route,2025-06-13 08:11:58,"-79.010158,34.657274",62.43,4.61,1.74,0.02,0.00,0.00,39.80,0.4493,0,93.42,32.35
2025-06-12,d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,Volvo,VNRe with 565 kWH,route,2025-06-13 08:13:17,"-79.017886,34.639680",61.71,4.11,2.10,0.02,0.00,0.00,38.10,-0.0127,0,94.84,32.35
2025-06-12,d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,Volvo,VNRe with 565 kWH,route,2025-06-13 08:14:48,"-79.040312,34.627487",60.78,5.26,2.48,0.03,0.00,0.00,41.20,0.0651,0,98.08,32.35
2025-06-12,d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,Volvo,VNRe with 565 kWH,route,2025-06-13 08:17:36,"-79.085579,34.609299",59.67,6.27,4.66,0.05,0.00,0.00,45.10,-0.2081,1,99.65,32.35
2025-06-12,d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,Volvo,VNRe with 565 kWH,route,2025-06-13 08:19:12,"-79.108734,34.595511",59.23,2.45,2.69,0.03,0.00,0.00,38.90,-0.5036,1,100.62,32.42
2025-06-12,d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,Volvo,VNRe with 565 kWH,route,2025-06-13 08:20:50,"-79.135859,34.584295",58.19,5.88,2.83,0.03,0.00,0.00,43.80,0.2221,1,103.41,32.42
2025-06-12,d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,Volvo,VNRe with 565 kWH,route,2025-06-13 08:22:34,"-79.164906,34.569310",57.90,1.64,3.15,0.03,0.00,0.00,43.30,-0.8466,1,108.00,32.42
2025-06-12,d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,Volvo,VNRe with 565 kWH,route,2025-06-13 08:27:09,"-79.245465,34.536618",55.76,12.13,8.28,0.08,0.00,0.00,45.20,-0.2280,2,108.00,31.68
2025-06-12,d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,Volvo,VNRe with 565 kWH,route,2025-06-13 08:29:05,"-79.279016,34.521946",54.44,7.46,3.51,0.03,0.00,0.00,33.10,0.1977,1,108.00,32.03
2025-06-12,d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,Volvo,VNRe with 565 kWH,route,2025-06-13 08:31:06,"-79.309386,34.501067",53.66,4.37,3.63,0.03,0.00,0.00,44.10,-0.3926,1,107.51,32.03
2025-06-12,d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,Volvo,VNRe with 565 kWH,route,2025-06-13 08:31:53,"-79.322722,34.494886",52.95,4.05,1.43,0.01,0.00,0.00,37.60,0.4439,0,107.30,32.03
2025-06-12,d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,Volvo,VNRe with 565 kWH,route,2025-06-13 08:32:24,"-79.330626,34.489713",52.57,2.11,0.95,0.01,0.00,0.00,43.30,0.0533,0,106.92,32.03
2025-06-12,d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,Volvo,VNRe with 565 kWH,route,2025-06-13 08:33:25,"-79.342429,34.476388",51.85,4.09,1.84,0.02,0.00,0.00,43.00,0.0537,0,106.92,32.03
2025-06-12,d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,Volvo,VNRe with 565 kWH,route,2025-06-13 08:34:09,"-79.349364,34.465909",51.54,1.73,1.33,0.01,0.00,0.00,43.10,-0.5538,0,107.68,32.07
2025-06-12,d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,Volvo,VNRe with 565 kWH,route,2025-06-13 08:34:50,"-79.356216,34.456353",51.31,1.30,1.24,0.01,0.00,0.00,35.60,-0.7257,0,108.49,32.07
2025-06-12,d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,Volvo,VNRe with 565 kWH,route,2025-06-13 08:35:33,"-79.364683,34.447065",50.67,3.65,1.30,0.01,0.00,0.00,30.40,0.4088,0,108.00,32.07
2025-06-12,d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,Volvo,VNRe with 565 kWH,route,2025-06-13 08:36:22,"-79.378097,34.440044",50.16,2.88,1.46,0.01,0.00,0.00,34.60,-0.1035,0,106.13,32.07
2025-06-12,d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,Volvo,VNRe with 565 kWH,route,2025-06-13 08:37:41,"-79.399443,34.428994",49.33,4.68,2.31,0.02,0.00,0.00,41.40,-0.0623,0,105.12,32.07
2025-06-12,d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,Volvo,VNRe with 565 kWH,route,2025-06-13 08:38:23,"-79.409666,34.421834",48.84,2.76,1.24,0.01,0.00,0.00,36.90,0.0684,0,105.12,32.07
2025-06-12,d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,Volvo,VNRe with 565 kWH,route,2025-06-13 08:39:08,"-79.419234,34.413285",48.29,3.12,1.30,0.01,0.00,0.00,36.80,0.2084,0,102.40,32.47
2025-06-12,d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,Volvo,VNRe with 565 kWH,route,2025-06-13 08:39:54,"-79.431159,34.408147",47.84,2.53,1.24,0.01,0.00,0.00,35.10,0.0297,0,96.12,32.47
2025-06-12,d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,Volvo,VNRe with 565 kWH,route,2025-06-13 08:40:51,"-79.446405,34.402258",47.19,3.70,1.55,0.02,0.00,0.00,35.70,0.2565,0,96.12,32.47
2025-06-12,d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,Volvo,VNRe with 565 kWH,route,2025-06-13 08:41:32,"-79.455283,34.395635",46.73,2.59,1.10,0.01,0.00,0.00,33.20,0.2314,0,96.12,32.47
2025-06-12,d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,Volvo,VNRe with 565 kWH,route,2025-06-13 08:43:12,"-79.477256,34.379846",46.08,3.69,2.68,0.03,0.00,0.00,35.60,-0.1495,1,96.10,32.47
2025-06-12,d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,Volvo,VNRe with 565 kWH,route,2025-06-13 08:43:56,"-79.487853,34.373372",45.54,3.05,1.21,0.01,0.00,0.00,30.70,0.3191,0,98.64,32.47
2025-06-12,d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,Volvo,VNRe with 565 kWH,route,2025-06-13 08:44:37,"-79.496909,34.366174",45.04,2.78,1.16,0.01,0.00,0.00,35.70,0.2191,0,101.14,32.47
2025-06-12,d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,Volvo,VNRe with 565 kWH,route,2025-06-13 08:45:13,"-79.504981,34.359963",44.76,1.58,1.02,0.01,0.00,0.00,36.80,-0.3277,0,101.16,31.95
2025-06-12,d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,Volvo,VNRe with 565 kWH,route,2025-06-13 08:45:59,"-79.517279,34.354276",44.35,2.36,1.30,0.01,0.00,0.00,34.00,-0.1540,0,101.16,31.95
2025-06-12,d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,Volvo,VNRe with 565 kWH,route,2025-06-13 08:46:44,"-79.528272,34.347355",43.86,2.77,1.28,0.01,0.00,0.00,34.50,0.0692,0,101.16,31.95
2025-06-12,d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,Volvo,VNRe with 565 kWH,route,2025-06-13 08:47:25,"-79.538108,34.340299",43.48,2.13,1.20,0.01,0.00,0.00,36.30,-0.2173,0,104.51,31.95
2025-06-12,d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,Volvo,VNRe with 565 kWH,route,2025-06-13 08:48:13,"-79.552985,34.335973",43.30,1.02,1.45,0.01,0.00,0.00,34.90,-0.9384,0,107.35,31.95
2025-06-12,d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,Volvo,VNRe with 565 kWH,route,2025-06-13 08:48:58,"-79.566131,34.330472",42.96,1.91,1.36,0.01,0.00,0.00,23.00,-0.4904,0,108.00,31.95
2025-06-12,d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,Volvo,VNRe with 565 kWH,route,2025-06-13 08:50:30,"-79.592528,34.318543",42.13,4.68,2.77,0.03,0.00,0.00,19.10,-0.0844,1,108.00,31.95
2025-06-12,d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,Volvo,VNRe with 565 kWH,route,2025-06-13 08:51:49,"-79.616219,34.309829",41.16,5.52,2.38,0.02,0.00,0.00,18.20,0.1127,0,108.00,27.28
2025-06-12,d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,Volvo,VNRe with 565 kWH,route,2025-06-13 08:54:37,"-79.660972,34.288360",39.43,9.76,4.78,0.05,0.00,0.00,19.30,0.2293,1,102.17,27.28
2025-06-12,d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,Volvo,VNRe with 565 kWH,route,2025-06-13 08:57:16,"-79.703919,34.268967",37.86,8.85,4.56,0.04,0.00,0.00,16.50,0.1591,1,102.69,27.28
2025-06-12,d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,Volvo,VNRe with 565 kWH,route,2025-06-13 08:59:04,"-79.738296,34.264940",36.65,6.83,3.23,0.03,0.00,0.00,33.20,0.2237,1,106.81,25.76
2025-06-12,d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,Volvo,VNRe with 565 kWH,route,2025-06-13 09:00:54,"-79.766656,34.247363",35.06,9.03,3.31,0.03,0.00,0.00,34.50,0.6105,1,107.98,25.76
2025-06-12,d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,Volvo,VNRe with 565 kWH,route,2025-06-13 09:02:14,"-79.789935,34.238117",33.66,7.90,2.40,0.02,0.00,0.00,28.50,0.7500,0,108.02,25.76
2025-06-12,d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,Volvo,VNRe with 565 kWH,route,2025-06-13 09:04:50,"-79.827278,34.211279",32.59,6.04,4.58,0.04,0.00,0.00,41.00,-0.2774,1,105.41,26.71
2025-06-12,d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,Volvo,VNRe with 565 kWH,route,2025-06-13 09:05:44,"-79.836927,34.199814",32.19,2.26,1.57,0.01,0.00,0.00,34.90,-0.4160,0,104.04,26.71
2025-06-12,d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,Volvo,VNRe with 565 kWH,route,2025-06-13 09:07:08,"-79.856663,34.185427",31.15,5.86,2.44,0.02,0.00,0.00,35.70,0.2224,0,103.25,26.71
2025-06-12,d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,Volvo,VNRe with 565 kWH,route,2025-06-13 09:07:55,"-79.865506,34.175182",30.88,1.53,1.42,0.01,0.00,0.00,39.80,-0.6799,0,106.92,27.36
2025-06-12,d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,Volvo,VNRe with 565 kWH,route,2025-06-13 09:10:21,"-79.881236,34.138146",29.39,8.42,4.39,0.04,0.00,0.00,41.00,0.0817,1,107.87,27.36
2025-06-12,d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,Volvo,VNRe with 565 kWH,route,2025-06-13 09:12:53,"-79.915317,34.107816",26.56,15.98,4.61,0.04,0.00,0.00,41.70,1.0782,1,108.54,27.36
2025-06-12,d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,Volvo,VNRe with 565 kWH,route,2025-06-13 09:15:17,"-79.943526,34.076291",24.77,10.15,4.39,0.04,0.00,0.00,39.70,0.3235,1,109.08,27.26
2025-06-12,d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,Volvo,VNRe with 565 kWH,route,2025-06-13 09:16:34,"-79.962099,34.062702",23.14,9.20,2.33,0.02,0.00,0.00,33.60,1.1822,0,107.95,27.26
2025-06-12,d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,Volvo,VNRe with 565 kWH,route,2025-06-13 09:17:33,"-79.975345,34.051125",22.53,3.44,1.80,0.02,0.00,0.00,41.70,-0.1482,0,108.00,27.26
2025-06-12,d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,Volvo,VNRe with 565 kWH,route,2025-06-13 09:19:22,"-79.992841,34.025616",21.00,8.64,3.29,0.03,0.00,0.00,43.90,0.5381,1,108.05,27.26
2025-06-12,d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,Volvo,VNRe with 565 kWH,route,2025-06-13 09:20:41,"-80.002131,34.005611",20.21,4.44,2.40,0.02,0.00,0.00,38.90,-0.2007,0,109.08,27.34
2025-06-12,d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,Volvo,VNRe with 565 kWH,route,2025-06-13 12:18:49,"-80.019041,33.990452",79.46,4.24,2.31,0.02,0.00,0.00,39.40,-0.2070,0,109.08,27.34
2025-06-12,d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,Volvo,VNRe with 565 kWH,route,2025-06-13 12:19:39,"-80.032006,33.981809",78.88,3.32,1.54,0.01,0.00,0.00,39.70,0.0015,0,109.08,27.34
2025-06-12,d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,Volvo,VNRe with 565 kWH,route,2025-06-13 12:20:12,"-80.039422,33.975093",78.48,2.21,1.02,0.01,0.00,0.00,39.70,0.0000,0,109.08,27.34
2025-06-12,d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,Volvo,VNRe with 565 kWH,route,2025-06-13 12:21:03,"-80.045138,33.961826",78.03,2.55,1.57,0.01,0.00,0.00,39.70,-0.3521,0,109.84,27.34
2025-06-12,d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,Volvo,VNRe with 565 kWH,route,2025-06-13 12:22:09,"-80.057746,33.946920",77.28,4.26,2.03,0.02,0.00,0.00,37.10,-0.0569,0,110.16,28.84
